Global Rank     ,Company     ,Country,"Sales
            ($billion)     ","Profits
            ($billion)","Assets
            ($billion)","Market Value
            ($billion)"
371,Baxter International,USA,14.2,2.3,20.4,37.9
372,Freddie Mac,USA,80.6,11,1989.9,1.3
375,Baker Hughes,USA,21.4,1.3,26.7,21.2
380,CBS,USA,14.1,1.6,26.5,29.4
381,Viacom,USA,13.2,2.2,21.9,31.3
387,International Paper,USA,27.8,0.8,32.2,20.1
389,PPL,USA,12.3,1.5,43.6,17.8
392,Gilead Sciences,USA,9.7,2.6,21.2,68.4
396,CSX,USA,11.8,1.9,30.6,24.5
398,PG&E,USA,15,0.8,52.4,19.1
401,Automatic Data,USA,10.9,1.4,33.3,31.3
402,Colgate-Palmolive,USA,17.1,2.5,13.4,52.4
408,Texas Instruments,USA,12.8,1.8,20,38.8
409,Ameriprise Financial,USA,10.3,1,134.7,15.1
415,Norfolk Southern,USA,11,1.7,30.3,23.7
418,FirstEnergy,USA,15.3,0.8,50.4,17.6
421,Macy's,USA,27.7,1.3,21,16.2
422,Las Vegas Sands,USA,11.1,1.5,22.2,44.1
425,Thermo Fisher Scientific,USA,12.5,1.2,27.4,27.6
432,Consolidated Edison,USA,12.2,1.1,41.2,17.3
438,Hewlett-Packard,USA,118.7,-12.9,106.7,43.1
441,Lincoln National,USA,11.5,1.3,218.9,9.1
442,Loews,USA,14.6,0.6,80,17.5
443,Morgan Stanley,USA,32,0.1,781,46.6
448,Newmont Mining,USA,9.9,1.8,29.6,19.7
452,Fifth Third Bancorp,USA,7.1,1.6,121.9,14.7
457,Praxair,USA,11.2,1.7,18.1,33.6
458,Xerox,USA,22.4,1.2,30,10.7
466,Humana,USA,39.1,1.2,20,11.1
472,Paccar,USA,17,1.1,18.6,18
476,Kinder Morgan,USA,10,0.4,68.5,41.2
478,TJX Cos,USA,25.9,1.9,9.5,32.8
479,Sysco,USA,43.4,1.1,12.4,19.8
489,Public Service Enterprise,USA,9.8,1.3,31.7,16.8
490,Mosaic,USA,10.1,1.9,17.3,26.7
499,Progressive,USA,17.1,0.9,22.7,15.2
500,Sempra Energy,USA,9.6,0.9,36.5,19.2
501,Corning,USA,8,1.7,29.4,19
510,Cummins,USA,17.3,1.5,12.5,22.3
511,EOG Resources,USA,11.7,0.6,27.3,35.4
512,Omnicom Group,USA,14.2,1,22.2,15.7
519,Liberty Interactive,USA,10.1,1.5,26.3,14.6
525,Amazon.com,USA,61.1,0,32.6,119
528,Principal Financial Group,USA,9.2,0.8,161.9,10
529,Waste Management,USA,13.6,0.8,23.1,17.4
531,Murphy Oil,USA,28.6,1,17.5,11.8
538,Charles Schwab,USA,5,0.9,133.6,22.8
545,PPG Industries,USA,15.2,0.9,15.9,20.2
549,Marsh & McLennan,USA,11.9,1.2,16.3,20.3
551,Kellogg,USA,14.2,1,15.2,22.5
553,Entergy,USA,10.3,0.9,43.2,11.6
556,Simon Property Group,USA,4.9,1.4,32.6,49.5
558,AmerisourceBergen,USA,80.6,0.7,15.5,11.3
560,Xcel Energy,USA,10.1,0.9,31.1,14.2
561,MasterCard,USA,7.4,2.8,12.5,63.8
568,Regions Financial,USA,6,1.1,121.3,11.8
570,Western Digital,USA,15.6,2.1,13.9,12.1
578,Air Products & Chemicals,USA,9.9,1.2,17.4,18.7
582,Precision Castparts,USA,7.9,1.3,16.7,28.5
584,Franklin Resources,USA,7.3,2,14.4,31.9
586,Ecolab,USA,11.8,0.7,17.6,23.5
586,Williams Cos,USA,7.5,0.9,24.3,24.1
589,Dominion Resources,USA,13.1,0.3,46.8,32.7
598,Yum Brands,USA,13.6,1.6,9,31.6
601,Unum Group,USA,10.5,0.9,62.2,7.5
603,Annaly Capital Management,USA,3.3,1.7,133.5,14.8
605,Starbucks,USA,13.7,1.4,8.5,43.2
609,Sprint Nextel,USA,35.3,-4.3,51.6,17.5
611,SLM,USA,6.1,0.9,181.3,9
616,Kohl's,USA,19.3,1,13.9,11.4
616,DISH Network,USA,14.3,0.6,17.4,15.9
620,Stryker,USA,8.7,1.3,13.2,25.1
622,Hartford Financial Services,USA,26.4,0,298.5,11.5
624,Yahoo,USA,5,3.9,17.1,24.3
625,HJ Heinz,USA,11.6,1,11.9,23.2
626,General Dynamics,USA,31.5,-0.3,34.3,24.7
631,Virgin Media,USA,6.7,4.6,17.1,24.3
634,M&T Bank,USA,4.6,1,83,13.4
643,HollyFrontier,USA,20.1,1.7,10.3,10.8
663,Dollar General,USA,16,1,10.4,15.8
666,Spectra Energy,USA,5.1,0.9,30.6,19.3
675,Nucor,USA,19.4,0.5,14.2,14.8
680,Stanley Black & Decker,USA,10.2,0.9,15.8,13
687,Liberty Global,USA,10.3,0.3,38.3,17.8
698,"Becton, Dickinson",USA,7.8,1.5,11.6,17.9
699,Celgene,USA,5.5,1.5,11.7,47.1
702,DTE Energy,USA,8.8,0.6,26.3,11.4
704,ConAgra Foods,USA,13.8,0.7,12.5,14.4
705,Gap,USA,15.7,1.1,7.5,17.5
707,VF,USA,10.9,1.1,9.6,18.2
708,CME Group,USA,2.9,0.9,38.9,21.1
718,Symantec,USA,6.8,1.1,14,16.9
719,Motorola Solutions,USA,8.7,0.9,12.7,17.1
720,Northern Trust,USA,4.2,0.7,97.5,13
721,KeyCorp,USA,4.7,0.9,89.2,9.3
736,United Continental Holdings,USA,37.2,-0.7,37.6,10.3
746,Tyson Foods,USA,33.4,0.6,11.9,8.7
748,Biogen Idec,USA,5.5,1.4,10.1,41.8
751,NRG Energy,USA,8.4,0.6,35.1,8.4
752,Reynolds American,USA,4.4,1.3,16.6,23.8
763,Northeast Utilities,USA,6.3,0.5,28.3,13.4
766,Tesoro,USA,33,0.7,10.7,7.8
768,Devon Energy,USA,9.5,-0.2,43.3,23.6
771,Southwest Airlines,USA,17.1,0.4,18.6,9
772,Edison International,USA,11.9,-0.1,44.4,16.6
776,Safeway,USA,44.2,0.6,14.7,6
777,Est¨¦e Lauder Cos,USA,10,0.9,7.2,24.5
780,Republic Services,USA,8.1,0.6,19.6,11.5
782,Chesapeake Energy,USA,12.3,-0.8,41.6,15
787,Broadcom,USA,8,0.7,11.2,19.7
791,Noble Energy,USA,4.2,1,17.6,20.8
792,Cameron International,USA,8.5,0.8,11.2,16.5
794,Alcoa,USA,23.7,0.2,40.2,9.2
803,L-3 Communications,USA,13.1,0.8,13.8,7.3
804,Agilent Technologies,USA,6.9,1.1,10.7,14.9
805,Allergan,USA,5.8,1.1,9.2,32.7
806,AES,USA,18.1,-0.9,41.8,9.3
809,TRW Automotive Holdings,USA,16.4,1,10.9,7.1
810,DaVita,USA,8.2,0.5,16,12.5
811,HCP,USA,1.9,0.8,19.9,22.1
820,Cognizant Technology,USA,7.3,1.1,6.5,23.6
823,CF Industries Holdings,USA,6.1,1.8,10.2,12.8
825,Bed Bath & Beyond,USA,10.2,1,6.4,13.8
828,Whirlpool,USA,18.1,0.4,15.4,9.1
833,Dover,USA,8.1,0.8,10.4,12.9
838,Priceline.com,USA,5.3,1.4,6.6,35.6
844,Textron,USA,12.2,0.6,13,8.4
847,Equity Residential,USA,2.1,0.8,17.2,20.2
861,Reinsurance Group of America,USA,9.8,0.6,40.4,4.5
864,CenterPoint Energy,USA,7.5,0.4,22.9,10
869,Discovery Communications,USA,4.5,0.9,12.9,19
872,AutoZone,USA,8.7,1,6.7,14.1
874,Fluor,USA,27.6,0.5,8.3,10.5
879,VMware,USA,4.6,0.7,10.6,35.9
888,L Brands,USA,10.5,0.8,6.4,13
889,Genworth Financial,USA,10,0.3,113.3,5.2
890,Sherwin-Williams,USA,9.5,0.6,6.2,17.4
896,Oneok,USA,12.6,0.4,15.9,9.2
899,IntercontinentalExchange,USA,1.4,0.6,37.2,11.7
901,Genuine Parts,USA,13,0.6,6.8,11.7
901,Leucadia National,USA,9.2,0.9,9.3,9.9
906,Nordstrom,USA,12.1,0.7,8.1,10.6
908,Vornado Realty,USA,2.8,0.6,22,15.6
909,Ross Stores,USA,9.7,0.8,3.7,12.5
911,WW Grainger,USA,9,0.7,5,15.6
913,Computer Sciences,USA,15.5,0.5,11.3,7.5
916,Mylan,USA,6.8,0.6,11.9,12.1
917,Whole Foods Market,USA,12.2,0.5,5.1,16.1
919,American Tower,USA,2.9,0.6,14.1,29.9
926,Campbell Soup,USA,8.1,0.7,8.6,13.1
929,Marriott International,USA,11.8,0.6,6.3,12.6
944,Best Buy,USA,49.6,-0.2,16.8,7.2
955,Weyerhaeuser,USA,7.1,0.4,12.6,16.6
968,Coca-Cola Enterprises,USA,8.1,0.7,9.5,10.1
970,Ralph Lauren,USA,6.9,0.7,5.5,15.5
971,Hershey,USA,6.6,0.7,4.8,18.2
977,Lear,USA,14.6,1.3,8.2,5.4
982,Eastman Chemical,USA,8.1,0.4,11.6,11.2
984,Huntington Bancshares,USA,3,0.6,56.2,6.3
987,Comerica,USA,2.7,0.5,65.4,6.9
990,Mattel,USA,6.4,0.8,6.5,14.5
993,CA,USA,4.7,0.9,11.6,11.6
994,TD Ameritrade Holding,USA,2.6,0.6,21,11.5
995,Adobe Systems,USA,4.4,0.7,10.2,20.6
997,Avnet,USA,25.2,0.5,10.6,5
998,CH Robinson Worldwide,USA,11.4,0.6,2.8,9.6
1003,NetApp,USA,6.3,0.5,10.9,12.4
1009,Public Storage,USA,1.8,0.9,8.8,26.7
1018,Fidelity National Information,USA,5.8,0.5,13.6,11.3
1019,Sears Holdings,USA,39.9,-1.1,19.3,5.5
1025,Alleghany,USA,4.8,0.7,22.8,6.4
1029,St Jude Medical,USA,5.5,0.8,9.3,11.9
1032,Ventas,USA,2.5,0.4,19,20.6
1037,CarMax,USA,10.6,0.4,9.3,9.5
1039,Coach,USA,4.9,1.1,3.3,14.2
1040,Staples,USA,24.4,-0.2,12.3,9
1042,Assurant,USA,8.5,0.5,28.9,3.5
1047,Lorillard,USA,4.6,1.1,3.4,14.9
1051,NiSource,USA,5.1,0.4,21.8,8.8
1052,Rockwell Automation,USA,6.3,0.7,5.7,12.4
1066,Starwood Hotels,USA,6.3,0.6,8.9,12.3
1068,Hertz Global Holdings,USA,9,0.2,23.3,8.5
1070,Western Union,USA,5.7,1,9.5,8.3
1071,Facebook,USA,5.1,0.1,15.1,63.5
1074,Harley-Davidson,USA,5.6,0.6,9.2,12.5
1083,Arrow Electronics,USA,20.4,0.5,10.8,4.4
1084,New York Community,USA,2.1,0.5,44.1,6.3
1086,Dollar Tree,USA,7.4,0.6,2.8,10.1
1090,Quest Diagnostics,USA,7.4,0.6,9.3,8.9
1091,Liberty Media,USA,2,1.4,8.3,13.4
1095,WR Berkley,USA,5.8,0.5,20.2,5.9
1099,Intuit,USA,4.2,0.8,5.1,19.4
1100,Coventry Health Care,USA,14.1,0.5,8.8,6.3
1102,Hormel Foods,USA,8.3,0.5,4.6,10.4
1107,T Rowe Price,USA,3,0.9,4.2,19.5
1109,Continental Resources,USA,2.6,0.7,9.1,17.2
1113,CMS Energy,USA,6.3,0.4,17.1,7.3
1115,Zimmer Holdings,USA,4.5,0.8,9,12.5
1119,O'Reilly Automotive,USA,6.2,0.6,5.7,11.5
1122,Wisconsin Energy,USA,4.2,0.5,14.3,9.5
1137,JM Smucker,USA,5.9,0.5,9.2,10.4
1138,Dr Pepper Snapple Group,USA,6,0.6,8.9,9
1141,AMR,USA,24.9,-1.9,23.5,1.3
1143,Applied Materials,USA,8.1,0,11.7,16
1144,Health Care REIT,USA,1.8,0.3,19.5,17.1
1147,MGM Resorts,USA,9.2,-1.8,26.3,6.4
1160,General Growth Properties,USA,2.5,-0.5,27.3,18.7
1161,SanDisk,USA,5.1,0.4,10.3,13.3
1164,Prologis,USA,2,0,27.3,18.7
1169,Boston Scientific,USA,7.2,-4.1,17.2,10
1170,American Financial Group,USA,5.1,0.5,39.2,4.2
1178,US Airways Group,USA,13.8,0.6,9.4,2.6
1178,Celanese,USA,6.4,0.6,9.2,7.5
1178,Regeneron Pharmaceuticals,USA,1.4,0.8,1.7,16.7
1189,Intuitive Surgical,USA,2.2,0.7,4.1,18.4
1192,Avalonbay Communities,USA,1,0.4,11.2,16.6
1195,Ameren,USA,6.8,-1,21.8,8.3
1196,Clorox,USA,5.6,0.6,4.5,11
1205,FMC Technologies,USA,6.2,0.4,5.9,12.5
1213,MBIA,USA,2.4,1.2,21.7,2.3
1214,Ingram Micro,USA,37.8,0.3,11.5,3
1215,BorgWarner,USA,7.2,0.5,6.4,9.2
1221,Interpublic Group,USA,7,0.4,13.5,5.5
1223,Molson Coors Brewing,USA,3.9,0.4,16.2,8.8
1229,Charter Communications,USA,7.5,-0.3,15.6,9.1
1231,Micron Technology,USA,8,-1.1,13.9,9.6
1237,Fiserv,USA,4.5,0.6,8.5,11.4
1238,Fidelity National Financial,USA,7.2,0.6,9.9,5.5
1241,Synovus Financial,USA,1.3,0.8,26.8,2.2
1247,Wynn Resorts,USA,5.2,0.5,7.3,12.1
1252,Lennar,USA,4.4,0.7,10.4,7.7
1263,Jacobs Engineering,USA,11,0.4,6.9,7
1264,Boston Properties,USA,1.9,0.3,15.5,16
1265,CIT Group,USA,4,-0.6,44,9
1267,DR Horton,USA,4.7,1,7.3,7.8
1268,Family Dollar Stores,USA,9.6,0.4,3.7,6.9
1269,Analog Devices,USA,2.7,0.6,5.7,13.9
1271,Consol Energy,USA,5.4,0.4,12.7,7.7
1273,Cincinnati Financial,USA,4.1,0.4,16.5,7.7
1275,Goodyear,USA,21,0.2,17,3.4
1282,LabCorp,USA,5.7,0.6,6.8,8.5
1291,Actavis,USA,5.9,0.1,14.1,11.7
1299,Community Health Sys,USA,14.5,0.3,16.6,4.1
1301,Zoetis,USA,4.3,0.4,6.3,16.7
1303,Crown Holdings,USA,8.5,0.6,7.5,5.8
1305,PVH,USA,6,0.4,7.8,9.6
1311,Crown Castle International,USA,2.4,0.2,16.1,20.5
1314,AGCO,USA,10,0.5,7.7,5.3
1322,Moody's,USA,2.7,0.7,4,11.5
1325,Joy Global,USA,5.7,0.8,6.2,6.6
1332,Torchmark,USA,3.6,0.5,18.8,5.6
1335,Amphenol,USA,4.3,0.6,5.2,11.6
1336,First Republic Bank,USA,1.5,0.4,34.4,5
1339,Ball,USA,8.7,0.4,7.5,6.9
1340,Zions Bancorp,USA,2.5,0.3,55.5,4.7
1343,US Steel,USA,19.3,-0.1,15.2,2.9
1355,Host Hotels & Resorts,USA,5.3,0.1,13,12.9
1357,Calpine,USA,5.5,0.2,16.5,9.2
1358,Henry Schein,USA,8.9,0.3,5.3,7.9
1359,Darden Restaurants,USA,8.3,0.4,7,6.4
1361,Paychex,USA,2.3,0.6,7.5,12.4
1364,Supervalu,USA,34.8,-0.5,11.9,0.9
1365,Universal Health,USA,13.9,0.3,8.2,6.1
1367,Rockwell Collins,USA,4.7,0.6,5.3,8.7
1370,Raymond James Financial,USA,4.2,0.3,22.3,6.7
1390,AutoNation,USA,15.7,0.3,6.6,5.4
1392,Jabil Circuit,USA,17.6,0.4,8.2,3.9
1393,Caesars Entertainment,USA,8.6,-1.5,28,2.1
1395,Scana,USA,4.2,0.4,14.6,6.6
1397,Catamaran,USA,9.9,0.1,7.4,10.7
1398,Altera,USA,1.8,0.6,4.7,11.2
1403,SAIC,USA,11.2,0.5,5.9,4.3
1406,Peabody Energy,USA,8.1,-0.6,15.8,5.9
1408,Fastenal,USA,3.1,0.4,1.8,15.1
1415,ADT,USA,3.2,0.4,9.5,11.5
1417,Roper Industries,USA,3,0.5,7.1,12.3
1420,Rock-Tenn,USA,9.2,0.3,10.5,6.5
1420,KLA-Tencor,USA,3.1,0.7,5.1,8.7
1423,Cerner,USA,2.7,0.4,3.7,16
1434,Alliance Data Systems,USA,3.6,0.4,12,7.9
1436,Denbury Resources,USA,2.5,0.5,11.1,7
1438,Pioneer Natural Resources,USA,3.2,0.2,13.1,17.3
1440,NYSE Euronext,USA,3.7,0.3,12.6,9.2
1454,Life Technologies,USA,3.8,0.4,8.6,10.8
1455,Avon Products,USA,10.7,0,7.4,8.7
1455,Wyndham Worldwide,USA,4.5,0.4,9.5,8.6
1466,Ashland,USA,8.1,0.1,12.4,6.4
1470,American Water Works,USA,2.9,0.4,14.7,7.1
1472,Petsmart,USA,6.8,0.4,2.5,6.7
1472,Brown-Forman,USA,2.4,0.4,3.5,14.7
1484,Protective Life,USA,3.6,0.3,57.4,2.7
1486,Huntsman,USA,11.2,0.3,8.9,4.6
1489,Concho Resources,USA,1.8,0.4,8.6,10.1
1492,Newell Rubbermaid,USA,5.9,0.4,6.2,7.3
1493,Reliance Steel,USA,8.4,0.4,5.9,5.3
1499,Perrigo,USA,3.3,0.4,4.3,10.9
1500,Nvidia,USA,4.3,0.6,6.4,7.8
1500,Xilinx,USA,2.2,0.5,4.6,10.1
1510,Ametek,USA,3.3,0.5,5.2,10.4
1510,CBRE Group,USA,6.5,0.3,7.8,8.2
1515,Flowserve,USA,4.8,0.4,4.8,8.1
1537,Citrix Systems,USA,2.6,0.4,4.8,8.1
1541,Avis Budget Group,USA,7.4,0.3,15.2,3
1545,Sigma-Aldrich,USA,2.6,0.5,3.8,9.5
1548,CR Bard,USA,3,0.5,4.2,8.3
1549,Experditors International,USA,6,0.3,3,7.9
1559,Beam,USA,2.5,0.4,8.6,10.1
1561,Kansas City Southern,USA,2.2,0.4,6.4,11.9
1563,Pall,USA,2.7,0.6,3.5,7.6
1565,Pinnacle West,USA,3.3,0.4,13.4,6.3
1566,BOK Financial,USA,1.5,0.4,28.1,4.2
1570,World Fuel Services,USA,38.9,0.2,4.1,2.9
1572,Scripps Network Interactive,USA,2.3,0.4,4.1,9.6
1578,Ingredion,USA,6.5,0.4,5.6,5.3
1584,Teradata,USA,2.7,0.4,3.1,9.6
1588,Plains Exploration,USA,2.6,0.3,17.3,6.1
1594,CVR Energy,USA,8.6,0.4,3.6,4.8
1599,Helmerich & Payne,USA,3.3,0.6,5.9,7
1600,McCormick & Co,USA,4,0.4,4.2,9.4
1605,Hatteras Financial,USA,0.5,0.3,26.4,2.7
1615,Advance Auto Parts,USA,6.2,0.4,4.6,5.9
1616,Western Refining,USA,9.5,0.4,2.5,3.1
1630,Waters,USA,1.8,0.5,3.2,8.1
1633,URS,USA,11,0.3,8.8,3.5
1646,Rite Aid,USA,26.1,-0.2,7.2,1.7
1651,Constellation Brands,USA,2.7,0.4,8.3,8.4
1651,CYS Investments,USA,0.3,0.4,21.1,2.1
1654,Salesforce.com,USA,3,-0.3,5.5,25.8
1656,Tech Data,USA,25.4,0.2,6.8,1.9
1659,Tiffany & Co,USA,3.8,0.4,4.6,8.8
1662,Manpower,USA,20.7,0.2,7,4.5
1665,JB Hunt Transport,USA,5.1,0.3,2.5,8.7
1667,Airgas,USA,4.9,0.3,5.5,7.9
1669,Timken,USA,5,0.5,4.2,5.5
1673,Pepco Holdings,USA,5.1,0.3,15.8,4.8
1677,Maxim Integrated Products,USA,2.4,0.4,3.7,9.6
1679,Alexion Pharmaceuticals,USA,1.1,0.3,2.6,18.2
1685,Macerich,USA,0.9,0.3,9.3,8.6
1685,Varian Medical Systems,USA,2.9,0.4,2.9,8
1692,Verisk Analytics,USA,1.5,0.3,2.4,11
1697,FMC,USA,3.7,0.4,4.4,8.3
1700,Linear Technology,USA,1.3,0.4,1.9,8.8
1702,Windstream,USA,6.2,0.2,14,5.2
1717,JC Penney,USA,13,-1,9.8,3.4
1718,PBF Energy,USA,20.1,0,4.3,3.8
1723,E-Trade Financial,USA,2.2,-0.1,47.4,3.1
1731,Juniper Networks,USA,4.4,0.2,9.8,10.4
1732,Masco,USA,7.7,-0.1,6.9,7.1
1736,LinkedIn,USA,1,0,1.4,19.1
1739,Foot Locker,USA,6.2,0.4,3.4,4.9
1740,CNO Financial Group,USA,4.3,0.2,34.1,2.6
1744,Tronox,USA,1.8,1.1,5.5,2.4
1749,SL Green Realty,USA,1.4,0.2,14.4,7.8
1751,Invesco Mortgage Capital,USA,0.6,0.3,18.9,2.9
1754,OfficeMax,USA,6.9,0.4,3.8,1
1759,OGE Energy,USA,3.7,0.4,9.9,6.7
1761,Green Mountain Coffee,USA,4,0.4,3.5,8.1
1766,People's United Financial,USA,1.3,0.2,30.3,40.6
1767,Popular,USA,2.2,0.2,36.5,2.9
1768,Gannett,USA,5.4,0.4,6.4,5
1768,AOL,USA,2.2,1,2.8,2.6
1771,Quanta Services,USA,5.9,0.3,5.1,6.3
1771,CC Media Holdings,USA,6.2,-0.4,16.3,0.2
1796,Church & Dwight,USA,2.9,0.3,4.1,8.5
1797,Harbinger Group,USA,4.5,0.1,26.9,1.2
1806,First Niagara Financial,USA,1.5,0.2,36.8,3
1808,Level 3 Communications,USA,6.4,-0.4,13.3,4.6
1815,Mohawk Industries,USA,5.8,0.3,6.3,7.9
1823,American Equity Investment,USA,1.6,0.1,35.1,0.9
1831,Kimco Realty,USA,0.9,0.3,9.7,9
1838,Navistar International,USA,12.5,-3,8.5,2.9
1847,Alpha Natural Resources,USA,7,-2.4,13.1,1.9
1847,Toll Brothers,USA,2,0.5,6.1,5.8
1852,East West Bancorp,USA,1.1,0.3,22.5,3.5
1857,Interactive Brokers Group,USA,1.2,0,33.2,0.7
1858,Energizer Holdings,USA,4.6,0.4,6.7,5.8
1869,Cabot Oil & Gas,USA,1.2,0.1,4.6,14.1
1870,Monster Beverage,USA,2.1,0.3,1,8
1885,Tenet Healthcare,USA,9.1,0.1,9,4.6
1887,Sealed Air,USA,7.6,-1.1,10,4.7
1890,Southwestern Energy,USA,2.7,-0.7,6.7,13.5
1890,H&R Block,USA,2.7,0.4,3.9,7.5
1892,Edwards Lifescience,USA,1.9,0.3,2.2,9.4
1896,Hillshire Brands,USA,4.1,0.7,2.5,4.2
1897,Smithfield Foods,USA,13.1,0.2,7.6,3.7
1899,Penske Automotive,USA,13.2,0.2,5.4,3
1903,Range Resources,USA,1.5,0,6.7,13.4
1908,Chipotle Mexican Grill,USA,2.7,0.3,1.7,10
1911,Symetra Financial,USA,2.1,0.2,29.5,1.7
1911,CareFusion,USA,3.6,0.3,8.4,7.6
1914,TransDigm Group,USA,1.8,0.3,5.6,7.9
1917,Commerce Bancshares,USA,1.1,0.3,22.2,3.6
1923,Frontier Communications,USA,5,0.1,17.7,4.1
1924,City National,USA,1.2,0.2,28.6,3.2
1927,Dick's Sporting Goods,USA,5.8,0.3,2.9,5.8
1932,Alliant Energy,USA,3.1,0.3,10.8,5.4
1940,Westlake Chemical,USA,3.6,0.4,3.4,6.5
1948,Whiting Petroleum,USA,2.2,0.4,7.3,6.1
1948,Expedia,USA,4,0.3,7.1,9
1953,MeadWestvaco,USA,5.5,0.2,8.9,6.6
1957,Ambac Financial Group,USA,0.7,-0.3,27,0
1962,Erie Indemnity,USA,5.4,0.2,15.4,4
1965,Nelnet,USA,1,0.2,26.6,1.6
1969,EQT,USA,1.6,0.2,8.8,10
1969,Dillard's,USA,6.8,0.3,4,3.8
1981,Cliffs Natural Resources,USA,5.9,-0.9,13.6,3.5
1983,First Horizon Natural,USA,1.5,0,25.5,2.7
1984,Cimarex Energy,USA,1.6,0.4,6.3,6.8
1990,Alexander's,USA,0.2,0.7,1.5,1.7
1991,Two Harbors Investment,USA,0.5,0.3,16.8,4.1
1993,Health Net,USA,11.3,0.1,3.9,2.3
1995,Tractor Supply,USA,4.7,0.3,1.7,7.1
1999,Old Republic International,USA,5,-0.1,16.2,3.3
1140,Mercantil Servicios,Venezuela,3.9,1,33.2,3.4
1764,Vietin Bank,Vietnam,2.6,0.3,24.2,2.4
